FID,ID_PARADA,CODI_PARADA,NOM_PARADA,DESC_PARADA,CODI_INTERC,NOM_INTERC,NOM_TIPUS_PARADA,NOM_TIPUS_SIMPLE_PARADA,DESC_TIPUS_PARADA,TIPIFICACIO_PARADA,ADRECA,ID_POBLACIO,NOM_POBLACIO,ID_DISTRICTE,NOM_DISTRICTE,DATA,NOM_VIA,NOM_PROPERA_VIA,GEOMETRY,PUNTS_PARADA
PARADES_ACTIVES.675935,675935,1890,Diagonal - Josep Pla,Av. Diagonal/Agricultura,0,,NOU4MS,Marquesina,Nova Marq. Pal·li Simple,N,"Av. Diagonal, 46",748,Barcelona,621,Sant Martí,2024-12-06,Avinguda Diagonal,Carrer de l'Agricultura,POINT (2.2128988949401704 41.41000306464148),1
PARADES_ACTIVES.675933,675933,1891,Diagonal - Selva de Mar,Av. Diagonal/Selva de Mar,0,,NOU4MS,Marquesina,Nova Marq. Pal·li Simple,N,"Av. Diagonal, 78",748,Barcelona,621,Sant Martí,2024-12-06,Avinguda Diagonal,Carrer de la Selva de Mar,POINT (2.209544689985187 41.409164810781114),1
PARADES_ACTIVES.675940,675940,1892,Diagonal - Fluvià,Av. Diagonal/Bac de Roda,0,,MAR4MS,Marquesina,Marq. Pal·li 4m Simple,N,"Av. Diagonal, 110-112",748,Barcelona,621,Sant Martí,2024-12-06,Avinguda Diagonal,Carrer de Bac de Roda,POINT (2.204555454044634 41.40790854167561),1
PARADES_ACTIVES.684940,684940,1893,Diagonal - Parc del Poblenou,Diagonal/Marroc ,0,,NOU4MS,Marquesina,Nova Marq. Pal·li Simple,N,Av. Diagonal 144,748,Barcelona,621,Sant Martí,2024-12-06,Avinguda Diagonal,Carrer del Marroc,POINT (2.19831235827239 41.4063572659079),1
PARADES_ACTIVES.679299,679299,1894,Diagonal - Rambla del Poblenou,Av. Diagonal/Rbla. Poblenou,0,,NOU4MS,Marquesina,Nova Marq. Pal·li Simple,N,"Av. Diagonal, 180",748,Barcelona,621,Sant Martí,2024-12-06,Avinguda Diagonal,Rambla del Poblenou,POINT (2.1947042260723233 41.405444214124714),1
PARADES_ACTIVES.679482,679482,1896,Diagonal - Pere IV,Av. Diagonal/Lope de Vega,0,,MAR4MS,Marquesina,Marq. Pal·li 4m Simple,N,Av. Diagonal s/n,748,Barcelona,621,Sant Martí,2024-12-06,Avinguda Diagonal,Carrer de Lope de Vega,POINT (2.1996108508384173 41.40629211259508),1
PARADES_ACTIVES.675941,675941,1897,Diagonal - Bac de Roda,Av. Diagonal/Fluvià,0,,MAR4MS,Marquesina,Marq. Pal·li 4m Simple,N,"Av. Diagonal, 93-95",748,Barcelona,621,Sant Martí,2024-12-06,Avinguda Diagonal,Carrer del Fluvià,POINT (2.2048380241876786 41.4075916097209),1
PARADES_ACTIVES.675934,675934,1898,Diagonal - Metro Selva de Mar,Av. Diagonal/Agricultura,0,,MAR4MS,Marquesina,Marq. Pal·li 4m Simple,N,"Av. Diagonal, 53-55",748,Barcelona,621,Sant Martí,2024-12-06,Avinguda Diagonal,Carrer de l'Agricultura,POINT (2.2099740316773966 41.408881669966725),1
PARADES_ACTIVES.675936,675936,1899,Diagonal - Agricultura,Av. Diagonal/Josep Pla,0,,PALFIX,Pal,Parada Palfix,N,Av. Diagonal s/n,748,Barcelona,621,Sant Martí,2024-12-06,Avinguda Diagonal,Carrer de Josep Pla,POINT (2.2130973448338946 41.40965052527332),1
PARADES_ACTIVES.688091,688091,1900,Antonio Machado - Barri de Canyelles,Antonio Machado/Artesania,0,,MAR4OF,Marquesina,Marq. Pal·li 4m O-F,NXB,Antonio Machado s/n,748,Barcelona,628,Nou Barris,2024-12-06,Carrer d'Antonio Machado,Carrer de l'Artesania,POINT (2.1702341109170606 41.444218217657586),1
PARADES_ACTIVES.699393,699393,1901,Metro Fabra i Puig,Estació d'Autobusos Fabra i Puig,0,,POSTOF,Pal,Parada Palfix O-F,N,"Meridiana, 408-410 ",748,Barcelona,629,Sant Andreu,2024-12-06,Avinguda Meridiana,Carrer de Sòcrates,POINT (2.1832032832182438 41.43162646478059),1
PARADES_ACTIVES.681934,681934,1903,Walden,Ctra. Reial/Foment,0,,MAR4MS,Marquesina,Marq. Pal·li 4m Simple,N,"Ctra.Reial, s/n",744,Sant Just Desvern,0,,2024-12-06,Carretera Reial,Carrer Foment,POINT (2.0669129565535798 41.379572655888055),1
PARADES_ACTIVES.696934,696934,1905,Balmes - Pelai,Balmes/Pelai,0,,PALFIX,Pal,Parada Palfix,N,"Balmes, 3-5",748,Barcelona,622,Eixample,2024-12-06,Carrer de Balmes,Carrer de Pelai,POINT (2.166933262177972 41.38595556427228),1
PARADES_ACTIVES.675951,675951,1906,Arnau d'Oms - La Jota,Arnau d'Oms/La Jota,31,Virrei Amat,NOU4MS,Marquesina,Nova Marq. Pal·li Simple,NXB,"Arnau d'Oms, 24",748,Barcelona,628,Nou Barris,2024-12-06,Carrer d'Arnau d'oms,Carrer de la Jota,POINT (2.1774158980359903 41.42931321858673),1
PARADES_ACTIVES.675949,675949,1907,Ramon Albó - Alexandre Galí,Ramon Albó/Alexandre Galí,31,Virrei Amat,NOU4MS,Marquesina,Nova Marq. Pal·li Simple,NXB,"Ramon Albó, 72",748,Barcelona,629,Sant Andreu,2024-12-06,Carrer de Ramon Albó,Carrer d'Alexandre Galí,POINT (2.1772807467569164 41.42664961109541),1
PARADES_ACTIVES.697885,697885,1908,Meridiana - Navas de Tolosa,Meridiana/Nació,0,,NOU4MS,Marquesina,Nova Marq. Pal·li Simple,NXB,"Av. Meridiana, 183",748,Barcelona,621,Sant Martí,2024-12-06,Avinguda Meridiana,Carrer de la Nació,POINT (2.186732818506617 41.41427148746489),1
PARADES_ACTIVES.675982,675982,1910,Via Favència - Pablo Iglesias,Via Favència/Pablo Iglesias,0,,MAR4OF,Marquesina,Marq. Pal·li 4m O-F,N,"Via Favència, 390-392",748,Barcelona,628,Nou Barris,2024-12-06,Via Favència,Carrer de Pablo Iglesias,POINT (2.182770202211929 41.44636374231728),1
PARADES_ACTIVES.675954,675954,1911,Ctra de Vallvidrera al Tibidabo,Ctra. Vallvidrera al Tibidabo,0,,PALFIX,Pal,Parada Palfix,N,"Ctra. Vallvidrera al Tibidabo, 100",748,Barcelona,625,Sarrià-St. Gervasi,2024-12-06,Carretera de Vallvidrera Al Tibidabo,Plaça del Tibidabo,POINT (2.1191823736648323 41.42412837599377),1
PARADES_ACTIVES.684268,684268,1912,Mare de Déu de Port - Foneria,Mare de Déu de Port/Alts Forns,0,,PALFIX,Pal,Parada Palfix,NXB,"Mare de Déu de Port, 315-319",748,Barcelona,623,Sants-Montjuïc,2024-12-06,Carrer de la Mare de Déu de Port,Plaça de la Marina de Sants,POINT (2.1403301272818567 41.36059430548415),1
PARADES_ACTIVES.694033,694033,1913,Alts Forns - Mare de Déu de Port,Alts Forns/Ferrocarrils Catala,0,,PALFIX,Pal,Parada Palfix,N,"Alts Forns, 82",748,Barcelona,623,Sants-Montjuïc,2024-12-06,Carrer dels Alts Forns,Carrer dels Ferrocarrils Catalans,POINT (2.1423984937631273 41.35978224639776),1
PARADES_ACTIVES.675960,675960,1914,Foc - Mare de Déu de Port,Foc/Ferrocarrils Catalans,0,,PALFIX,Pal,Parada Palfix,NXB,"Foc, 128",748,Barcelona,623,Sants-Montjuïc,2024-12-06,Carrer del Foc,Carrer dels Ferrocarrils Catalans,POINT (2.144037322900213 41.358417415560346),1
PARADES_ACTIVES.688250,688250,1915,Ferrocarrils Catalans - Foc,Ferrocarrils Catalans/Alts Forns,0,,PALFIX,Pal,Parada Palfix,N,"Ferrocarrils Catalans, s/n",748,Barcelona,623,Sants-Montjuïc,2024-12-06,Carrer dels Ferrocarrils Catalans,Carrer dels Alts Forns,POINT (2.144479918188866 41.35946421741714),1
PARADES_ACTIVES.691554,691554,1916,Ferrocarrils Catalans - Alts Forns,Ferrocarrils Catalans/Alts Forns,0,,NOU4MS,Marquesina,Nova Marq. Pal·li Simple,N,"Ferrocarrils Catalans, s/n",748,Barcelona,623,Sants-Montjuïc,2024-12-06,Carrer dels Ferrocarrils Catalans,Carrer dels Alts Forns,POINT (2.14304322435353 41.36031123532743),1
PARADES_ACTIVES.697017,697017,1917,Ferrocarrils Catalans - Aviador Duran,Ferrocarrils Catalans/Foneria,0,,MAR4MS,Marquesina,Marq. Pal·li 4m Simple,NXB,"Ferrocarrils Catalans, s/n",748,Barcelona,623,Sants-Montjuïc,2024-12-06,Carrer dels Ferrocarrils Catalans,Carrer de la Foneria,POINT (2.1413431419340854 41.36131098653629),1
PARADES_ACTIVES.685235,685235,1919,Av Baix Llobregat - St Martí de l'Erm,Av. Baix Llobregat/Frederic Mompou,0,,FOSTER,Marquesina,Marq. Foster 4m,N,"Av.Baix Llobregat, s/n",752,Sant Joan Despí,0,,2024-12-06,Avinguda del Baix Llobregat,Carrer de Jacint Verdaguer,POINT (2.0739738737781654 41.37377189475886),1
PARADES_ACTIVES.675963,675963,1920,Josep Trueta - Josep Tarradellas,Josep Trueta/Sant Martí de l'Erm,0,,MAR4OF,Marquesina,Marq. Pal·li 4m O-F,N,"Josep Trueta, 6",752,Sant Joan Despí,0,,2024-12-06,Carrer Josep Trueta,Carrer de Sant Martí de l'erm,POINT (2.0713126724955866 41.37282032057569),1
PARADES_ACTIVES.688834,688834,1921,Sant Martí de l'Erm - Josep Trueta,Sant Martí de l'Erm/Marquès de Monistrol,0,,FOSTER,Marquesina,Marq. Foster 4m,N,"Sant Martí Erm, 35",752,Sant Joan Despí,0,,2024-12-06,Carrer de Sant Martí de l'erm,Carrer del Marquès de Monistrol,POINT (2.0705996527677817 41.371721241760966),1
PARADES_ACTIVES.688836,688836,1922,Av Barcelona - Extremadura,Av. Barcelona/Extremadura,0,,MAR4MS,Marquesina,Marq. Pal·li 4m Simple,N,"Av. Barcelona, s/n",752,Sant Joan Despí,0,,2024-12-06,Avinguda de Barcelona,Carrer Extremadura,POINT (2.0733490237103527 41.36931170781821),1
PARADES_ACTIVES.675979,675979,1925,Piferrer - Deià,Piferrer/Pg. Ciutat de Mallorca,0,,PALFIX,Pal,Parada Palfix,N,"Piferrer, 103-115",748,Barcelona,628,Nou Barris,2024-12-06,Carrer de Piferrer,Passeig de la Ciutat de Mallorca,POINT (2.1777436608047855 41.43211530294185),1
PARADES_ACTIVES.677802,677802,1926,Piferrer - Pintor Alsamora,Piferrer/Pintor Alsamora,0,,NOU4MS,Marquesina,Nova Marq. Pal·li Simple,N,"Piferrer, s/n",748,Barcelona,628,Nou Barris,2024-12-06,Carrer de Piferrer,Carrer del Pintor Alsamora,POINT (2.1796997958305546 41.43448097868505),1
PARADES_ACTIVES.692593,692593,1927,Av Rio de Janeiro - Pg Valldaura,Av. Rio de Janeiro/Pg. Valldaura,0,,NOU4MS,Marquesina,Nova Marq. Pal·li Simple,N,"Av. Rio de Janeiro, 88-92",748,Barcelona,628,Nou Barris,2024-12-06,Avinguda de Rio de Janeiro,Passeig de Valldaura,POINT (2.1815904527697345 41.438929939484936),1
PARADES_ACTIVES.675981,675981,1928,Pl Àngel Pestaña,Sant Francesc Xavier/Santa Engràcia,0,,PALFIX,Pal,Parada Palfix,N,"Sant Francesc Xavier, 25-39",748,Barcelona,628,Nou Barris,2024-12-06,Carrer de Sant Francesc Xavier,Carrer de Santa Engràcia,POINT (2.1792450863498165 41.44101018933152),1
PARADES_ACTIVES.682433,682433,1930,Av Rio de Janeiro - Baltasar Gracián,Av. Rio de Janeiro/Baltasar Gracián,0,,NOU4MS,Marquesina,Nova Marq. Pal·li Simple,N,"Av. Rio de Janeiro, 95-99",748,Barcelona,628,Nou Barris,2024-12-06,Avinguda de Rio de Janeiro,Carrer de Baltasar Gracián,POINT (2.1825420374504003 41.440098516735475),1
PARADES_ACTIVES.675976,675976,1932,Pg Andreu Nin - Rosselló i Porcel,Pg. Andreu Nin/Pintor Alsamora,0,,MAR4MS,Marquesina,Marq. Pal·li 4m Simple,N,"Pg. Andreu Nin, s/n",748,Barcelona,628,Nou Barris,2024-12-06,Passeig d'Andreu Nin,Carrer del Pintor Alsamora,POINT (2.182286367167511 41.43661555080039),1
PARADES_ACTIVES.677798,677798,1933,Pg Ciutat de Mallorca - Av Rio de Janeiro,Pg. Ciutat de Mallorca/Piferrer,0,,NOU4MS,Marquesina,Nova Marq. Pal·li Simple,N,Pg. Ciutat de Mallorca (frente nº23),748,Barcelona,628,Nou Barris,2024-12-06,Passeig de la Ciutat de Mallorca,Carrer de Piferrer,POINT (2.1805218102166224 41.43249096515525),1
PARADES_ACTIVES.675977,675977,1935,Escultor Ordóñez - Pl de Sóller,Escultor Ordóñez/Maladeta,0,,PALFIX,Pal,Parada Palfix,N,Escultor Ordóñez (frente nº44),748,Barcelona,628,Nou Barris,2024-12-06,Carrer de l'Escultor Ordóñez,Carrer de la Maladeta,POINT (2.1749322537998266 41.43360841579383),1
PARADES_ACTIVES.691748,691748,1937,Metro Maragall,Maragall/Quinze,82,Maragall,NOU4MS,Marquesina,Nova Marq. Pal·li Simple,NXB,"Pg. Maragall, 160",748,Barcelona,629,Sant Andreu,2024-12-06,Passeig de Maragall,Avinguda dels Quinze,POINT (2.176972775989002 41.42460252928053),1
PARADES_ACTIVES.675991,675991,1938,Mitre - Doctor Fleming,Rda. General Mitre/Dr. Fleming,0,,NOU4MS,Marquesina,Nova Marq. Pal·li Simple,NXB,"Rda. General Mitre, 38-44",748,Barcelona,625,Sarrià-St. Gervasi,2024-12-06,Ronda del General Mitre,Carrer del Doctor Fleming,POINT (2.1337183566869853 41.3948484638357),1
PARADES_ACTIVES.691788,691788,1939,Mitre - Ganduxer,Rda. General Mitre/Ganduxer,45,Tres Torres,NOU4MS,Marquesina,Nova Marq. Pal·li Simple,NXB,"Rda. General Mitre, 81-91",748,Barcelona,625,Sarrià-St. Gervasi,2024-12-06,Ronda del General Mitre,Carrer de Ganduxer,POINT (2.133884736291009 41.398897596756306),1
PARADES_ACTIVES.691754,691754,1940,Mitre - Ganduxer,Rda. General Mitre/Escoles Pies,45,Tres Torres,NOU4MS,Marquesina,Nova Marq. Pal·li Simple,NXB,"Rda. General Mitre, 78-82",748,Barcelona,625,Sarrià-St. Gervasi,2024-12-06,Ronda del General Mitre,Carrer de les Escoles Pies,POINT (2.133459017169286 41.39875223803801),1
PARADES_ACTIVES.675990,675990,1941,Mitre - Doctor Fleming,Rda. General Mitre/Dr. Roux,0,,NOU4MS,Marquesina,Nova Marq. Pal·li Simple,NXB,"Rda. General Mitre, 43-45",748,Barcelona,625,Sarrià-St. Gervasi,2024-12-06,Ronda del General Mitre,Carrer del Doctor Roux,POINT (2.133413912158315 41.39478193155142),1
PARADES_ACTIVES.687802,687802,1943,Virgili - Pl de Montserrat Roca i Baltà,Virgili/Borriana,0,,PALFIX,Pal,Parada Palfix,N,"Virgili, 67",748,Barcelona,629,Sant Andreu,2024-12-06,Carrer de Virgili,Carrer de Borriana,POINT (2.193420179702815 41.43130314874907),1
PARADES_ACTIVES.699376,699376,1948,Pallars - Bilbao,Pallars/Bilbao,0,,MAR4MS,Marquesina,Marq. Pal·li 4m Simple,NXB,,748,Barcelona,621,Sant Martí,2024-12-06,Carrer de Pallars,Carrer de Bilbao,POINT (2.2014698864156763 41.40385011002712),1
PARADES_ACTIVES.675996,675996,1950,La Fosca - Chafarinas,La Fosca/Chafarinas,0,,PALFIX,Pal,Parada Palfix,NXB,"La Fosca, 15",748,Barcelona,628,Nou Barris,2024-12-06,Carrer de la Fosca,Carrer de les Chafarinas,POINT (2.1832512594816276 41.44816170715165),1
PARADES_ACTIVES.675999,675999,1953,Numància - Ronda General Mitre,Numància/Josep Irla,0,,MAR4MS,Marquesina,Marq. Pal·li 4m Simple,NXB,"Numancia, 201-203",748,Barcelona,624,Les Corts,2024-12-06,Carrer de Numància,Carrer de Josep Irla i Bosch,POINT (2.130816261668342 41.39136862328667),1
PARADES_ACTIVES.676002,676002,1954,Segura - Anoia,Segura/Ferrocarrils Catalans,0,,PALFIX,Pal,Parada Palfix,N,Segura s/n,748,Barcelona,623,Sants-Montjuïc,2024-12-06,Carrer del Segura,Carrer dels Ferrocarrils Catalans,POINT (2.140537246256403 41.36256075665222),1
PARADES_ACTIVES.677995,677995,1955,Segura - Foneria,Segura/Foneria,0,,PALFIX,Pal,Parada Palfix,N,Segura s/n,748,Barcelona,623,Sants-Montjuïc,2024-12-06,Carrer del Segura,Carrer del Guadalquivir,POINT (2.141768238412986 41.362895132285004),1
PARADES_ACTIVES.690638,690638,1957,Costa i Cuxart - Av Borbó,Costa i Cuxart/Felip II,0,,PALFIX,Pal,Parada Palfix,N,Costa i Cuxart s/n,748,Barcelona,628,Nou Barris,2024-12-06,Carrer de Costa i Cuxart,Carrer de Felip II,POINT (2.1752918911455104 41.42796167566672),1
PARADES_ACTIVES.676006,676006,1958,Av dels Quinze - Costa i Cuxart,Quinze/Costa i Cuxart,0,,NOU4MS,Marquesina,Nova Marq. Pal·li Simple,NXB,"Av. dels Quinze, 25-29",748,Barcelona,628,Nou Barris,2024-12-06,Avinguda dels Quinze,Carrer de Costa i Cuxart,POINT (2.1747007667350786 41.428098174316574),1
PARADES_ACTIVES.696353,696353,1959,Pl de les Roquetes,Mina de la Ciutat/Pl. de les Roquetes,0,,NOU4OF,Marquesina,Nova Marq. Pal·li O-F,NXB,"Mina de la Ciutat, devant nº 85",748,Barcelona,628,Nou Barris,2024-12-06,Carrer de la Mina de la Ciutat,Carrer de les Roquetes,POINT (2.1762768566481396 41.4484511898204),1
PARADES_ACTIVES.696351,696351,1960,Parc del Pla de Fornells,Mina de la Ciutat/Parc Pla de Fornells,0,,NOU4OF,Marquesina,Nova Marq. Pal·li O-F,N,"Mina de la Ciutat, devant nº 89",748,Barcelona,628,Nou Barris,2024-12-06,Carrer de la Mina de la Ciutat,Parc del Pla de Fornells,POINT (2.176443078096189 41.448563133999166),1
PARADES_ACTIVES.690579,690579,1961,Fabra i Puig - Pg Urrutia,Pg. Fabra i Puig/Ribaroja,109,Parc Central Nou Barris,NOU4MS,Marquesina,Nova Marq. Pal·li Simple,NXB,"Pg. Fabra i Puig, 442",748,Barcelona,628,Nou Barris,2024-12-06,Passeig de Fabra i Puig,Carrer de Vilalba dels Arcs,POINT (2.164549051645137 41.436642887797895),1
PARADES_ACTIVES.690581,690581,1963,Fabra i Puig - Pg Urrutia,Pg. Fabra i Puig/Villalba dels Arcs,109,Parc Central Nou Barris,NOU4MS,Marquesina,Nova Marq. Pal·li Simple,NXB,"Pg. Fabra i Puig, 421",748,Barcelona,628,Nou Barris,2024-12-06,Passeig de Fabra i Puig,Passeig d'Urrutia,POINT (2.1644894544208886 41.43681868759903),1
PARADES_ACTIVES.676185,676185,1966,Port Olímpic - Zoo,Port Olímpic,0,,MONBBT,Monolit,Monolit BBT,N,"Av. Litoral, 24 - 34",748,Barcelona,621,Sant Martí,2024-12-06,Avinguda del Litoral,Carrer de l'Arquitecte Sert,POINT (2.1970585326437386 41.38791750406668),1
PARADES_ACTIVES.683285,683285,1970,Rambla del Brasil - Roger,Brasil/Miquel Àngel,0,,PALFIX,Pal,Parada Palfix,N,"Brasil, 21-23",748,Barcelona,623,Sants-Montjuïc,2024-12-06,Rambla del Brasil,Carrer de Miquel Àngel,POINT (2.1295871764996277 41.37726555514131),1
PARADES_ACTIVES.682405,682405,1973,Radi - Ctra del Prat,Escultura/Prat ,0,,PALFIX,Pal,Parada Palfix,N,"Escultura, s/n ",753,Hospitalet de Llobregat,0,,2024-12-06,Carrer Escultura,Carrer Prat,POINT (2.1348067013139875 41.36264667106077),1
PARADES_ACTIVES.695528,695528,1975,Av Pablo Picasso - Salvador Dalí,Av. Pablo Picasso/Marià Fortuny,0,,FOSTOF,Marquesina,Marq. Foster O-F,N,"Av. Pablo Picasso, 25",749,Cornellà de Llobregat,0,,2024-12-06,Avinguda Pablo Picasso,Carrer Marià Fortuny,POINT (2.0877348550439105 41.35400881898463),1
PARADES_ACTIVES.676520,676520,1976,Badal - Av Carrilet,Rbla. Badal/Av. Carrilet,0,,MAR4MS,Marquesina,Marq. Pal·li 4m Simple,NXB,"Badal, 25-27",748,Barcelona,623,Sants-Montjuïc,2024-12-06,Rambla de Badal,Avinguda del Carrilet,POINT (2.134108401439075 41.36654384591055),1
PARADES_ACTIVES.676022,676022,1984,Escorial - Sant Lluís,Escorial/Sant Lluís,0,,MAR4OF,Marquesina,Marq. Pal·li 4m O-F,N,"Escorial, 20",748,Barcelona,626,Gràcia,2024-12-06,Carrer de l'Escorial,Carrer de Sant Lluís,POINT (2.162297526795132 41.406344732009714),1
PARADES_ACTIVES.676023,676023,1985,Sant Salvador - Massens,Sant Salvador/Massens,0,,PALFIX,Pal,Parada Palfix,N,"Sant Salvador, 113-115",748,Barcelona,626,Gràcia,2024-12-06,Carrer de Sant Salvador,Carrer de la Granja,POINT (2.1559667267985456 41.40839685780212),1
PARADES_ACTIVES.676024,676024,1986,Sant Salvador - Verdi,Sant Salvador/Verdi,0,,PALFIX,Pal,Parada Palfix,N,"Sant Salvador, 35-37",748,Barcelona,626,Gràcia,2024-12-06,Carrer de Sant Salvador,Carrer del Torrent de l'olla,POINT (2.153413156639098 41.40700850493933),1
PARADES_ACTIVES.676025,676025,1987,Sargelet - Maignon,Sarjalet/Valldoreix ,0,,PALFIX,Pal,Parada Palfix,N,"Sarjalet, 2",748,Barcelona,626,Gràcia,2024-12-06,Carrer de Sargelet,Carrer de Valldoreix,POINT (2.150857992694304 41.40895386226306),1
PARADES_ACTIVES.676026,676026,1988,Valldoreix - Verdi,Valldoreix/Verdi,0,,PALFIX,Pal,Parada Palfix,N,"Valldoreix, 18-20",748,Barcelona,626,Gràcia,2024-12-06,Carrer de Valldoreix,Carrer de Sant Cugat del Vallès,POINT (2.1514942288130894 41.41006824739315),1
PARADES_ACTIVES.676027,676027,1989,Av del Coll del Portell - Sostres,Av. Coll del Portell/Sostres,0,,PALFIX,Pal,Parada Palfix,N,"Coll del Portell, 38",748,Barcelona,626,Gràcia,2024-12-06,Avinguda del Coll del Portell,Carrer de Sostres,POINT (2.1514077305056194 41.410661220995294),1
PARADES_ACTIVES.678961,678961,1990,Sostres - Baixada de la Glòria,Sostres/Baixada de la Glòria,0,,PALFIX,Pal,Parada Palfix,N,"Sostres, 14",748,Barcelona,626,Gràcia,2024-12-06,Carrer de Sostres,Carrer d'Arnold Schönberg,POINT (2.1497380978351615 41.41223859226077),1
PARADES_ACTIVES.676029,676029,1991,Arnold Schönberg - Av del Coll del Portell,Arnold Schönberg/Av. Coll del Portell,0,,PALFIX,Pal,Parada Palfix,N,"Arnold Schönberg, 6-8",748,Barcelona,626,Gràcia,2024-12-06,Carrer d'Arnold Schönberg,Avinguda del Coll del Portell,POINT (2.1493106385083838 41.412929736858345),1
PARADES_ACTIVES.676030,676030,1992,Av del Coll del Portell - Baixada de la Glòria,Av.Coll del Portell/Baixada de la Glòria,0,,PALFIX,Pal,Parada Palfix,N,"Coll del Portell, 79",748,Barcelona,626,Gràcia,2024-12-06,Avinguda del Coll del Portell,Baixada de la Glòria,POINT (2.1503245446054584 41.412099302710715),1
PARADES_ACTIVES.676031,676031,1993,Av del Coll del Portell - Rambla de Mercedes,Av. Coll del Portell/Rbla. Mercedes,0,,PALFIX,Pal,Parada Palfix,N,"Av. Coll del Portell, 49",748,Barcelona,626,Gràcia,2024-12-06,Avinguda del Coll del Portell,Carrer de Sostres,POINT (2.151865367289008 41.411182685115904),1
PARADES_ACTIVES.676032,676032,1994,Albigesos - Verdi,Albigesos/Verdi,0,,PALFIX,Pal,Parada Palfix,N,"Albigesos, 21-23",748,Barcelona,626,Gràcia,2024-12-06,Carrer dels Albigesos,Carrer de Verdi,POINT (2.150595571807219 41.41053523492428),1
PARADES_ACTIVES.676033,676033,1995,Verdi - Valldoreix,Verdi/Valldoreix,0,,PALFIX,Pal,Parada Palfix,N,"Verdi, 229",748,Barcelona,626,Gràcia,2024-12-06,Carrer de Verdi,Carrer de Maignon,POINT (2.1515485900026845 41.40926809894137),1
PARADES_ACTIVES.676035,676035,1996,Pl Rovira i Trias,Pl. Rovira i Trias,0,,PALFIX,Pal,Parada Palfix,N,Pl. Rovira i Trias,748,Barcelona,626,Gràcia,2024-12-06,Plaça de Rovira i Trias,Carrer de les Tres Senyores,POINT (2.1587812599952394 41.40758524372931),1
PARADES_ACTIVES.676034,676034,1997,Torrent de les Flors - Cardener,Torrent de les Flors/Cardener,0,,PALFIX,Pal,Parada Palfix,N,"Torrent de les Flors, 149",748,Barcelona,626,Gràcia,2024-12-06,Carrer del Torrent de Les Flors,Carrer de Sant Salvador,POINT (2.156678549769308 41.40970227687831),1
PARADES_ACTIVES.676161,676161,1998,Ctra Cementiri Collserola - Residència Joan XXIII,Ctra. Cementiri Nord/Inst.Cementiri Nord,0,,PALFIX,Pal,Parada Palfix,N,Torre Baró Al Cementiri Nord ,746,Cerdanyola del Vallès,0,,2024-12-06,Camí Torre Baró al Cementiri Nord,Carretera al Cementiri del Nord,POINT (2.1560061866047335 41.46515687016989),1
PARADES_ACTIVES.676162,676162,1999,Residència Joan XXIII,Ctra. Cementiri Nord/Inst.Cementiri Nord,0,,PALFIX,Pal,Parada Palfix,N,Torre Baró Al Cementiri Nord ,746,Cerdanyola del Vallès,0,,2024-12-06,Camí Torre Baró al Cementiri Nord,Camí de Sant Andreu,POINT (2.1559886326826336 41.464957173535396),1
PARADES_ACTIVES.685820,685820,2004,Oblit - direcció Font d'en Fargas,Oblit/Llívia,0,,PALFIX,Pal,Parada Palfix,N,"L'Oblit, 48-50",748,Barcelona,627,Horta-Guinardó,2024-12-06,Carrer de l'Oblit,Ronda del Guinardó,POINT (2.1776094394131844 41.419320585703126),1
PARADES_ACTIVES.693263,693263,2005,Rambla Volart - Flors de Maig,Rambla de Volart/Juliol,0,,PALFIX,Pal,Parada Palfix,N,"Rambla Volart, 96",748,Barcelona,627,Horta-Guinardó,2024-12-06,Rambla de Volart,Carrer del Juliol,POINT (2.1744177648964143 41.417625452511516),1
PARADES_ACTIVES.695884,695884,2006,La Bisbal - Av Mare de Déu de Montserrat,La Bisbal/Varsovia,0,,PALFIX,Pal,Parada Palfix,N,"La Bisbal, 36",748,Barcelona,627,Horta-Guinardó,2024-12-06,Carrer de la Bisbal,Avinguda de la Mare de Déu de Montserrat,POINT (2.1722737479063623 41.41826480738377),1
PARADES_ACTIVES.676054,676054,2007,Aguilar - Alt de Pedrell,Aguilar/Montserrat de Casanovas,0,,PALFIX,Pal,Parada Palfix,N,"Aguilar, 35-37",748,Barcelona,627,Horta-Guinardó,2024-12-06,Carrer d'Aguilar,Carrer de Montserrat de Casanovas,POINT (2.1694824609531476 41.425488966949594),1
PARADES_ACTIVES.676038,676038,2008,Aguilar - Montserrat de Casanovas,Aguilar/Montserrat de Casanovas,0,,PALFIX,Pal,Parada Palfix,N,"Aguilar, 1",748,Barcelona,627,Horta-Guinardó,2024-12-06,Carrer d'Aguilar,Carrer de Montserrat de Casanovas,POINT (2.169784440041089 41.423092132435286),1
PARADES_ACTIVES.676039,676039,2009,Garriga i Roca - Sales Ferrer,Garriga i Roca/Sales Ferré,0,,PALFIX,Pal,Parada Palfix,N,"Garriga i Roca, 15",748,Barcelona,627,Horta-Guinardó,2024-12-06,Carrer de Garriga i Roca,Passatge d'Ercilla,POINT (2.1698721646916215 41.421174246112344),1
PARADES_ACTIVES.681617,681617,2010,Garriga i Roca - Ercilla,Garriga i Roca/Ercilla,0,,PALFIX,Pal,Parada Palfix,N,"Garriga i Roca, 13",748,Barcelona,627,Horta-Guinardó,2024-12-06,Carrer de Garriga i Roca,Carrer de Grècia,POINT (2.1706827471052508 41.41978287588102),1
