stop_id,stop_name,coordinates
1894,Diagonal - Rambla del Poblenou,POINT (2.1947042260723233 41.405444214124714)
1896,Diagonal - Pere IV,POINT (2.1996108508384173 41.40629211259508)
1897,Diagonal - Bac de Roda,POINT (2.2048380241876786 41.4075916097209)
1898,Diagonal - Metro Selva de Mar,POINT (2.2099740316773966 41.408881669966725)
1899,Diagonal - Agricultura,POINT (2.2130973448338946 41.40965052527332)
1900,Antonio Machado - Barri de Canyelles,POINT (2.1702341109170606 41.444218217657586)
1901,Metro Fabra i Puig,POINT (2.1832032832182438 41.43162646478059)
1903,Walden,POINT (2.0669129565535798 41.379572655888055)
1905,Balmes - Pelai,POINT (2.166933262177972 41.38595556427228)
1906,Arnau d'Oms - La Jota,POINT (2.1774158980359903 41.42931321858673)
1907,Ramon Albó - Alexandre Galí,POINT (2.1772807467569164 41.42664961109541)
1908,Meridiana - Navas de Tolosa,POINT (2.186732818506617 41.41427148746489)
1910,Via Favència - Pablo Iglesias,POINT (2.182770202211929 41.44636374231728)
1911,Ctra de Vallvidrera al Tibidabo,POINT (2.1191823736648323 41.42412837599377)
1912,Mare de Déu de Port - Foneria,POINT (2.1403301272818567 41.36059430548415)
1913,Alts Forns - Mare de Déu de Port,POINT (2.1423984937631273 41.35978224639776)
1914,Foc - Mare de Déu de Port,POINT (2.144037322900213 41.358417415560346)
1915,Ferrocarrils Catalans - Foc,POINT (2.144479918188866 41.35946421741714)
1916,Ferrocarrils Catalans - Alts Forns,POINT (2.14304322435353 41.36031123532743)
1917,Ferrocarrils Catalans - Aviador Duran,POINT (2.1413431419340854 41.36131098653629)
1919,Av Baix Llobregat - St Martí de l'Erm,POINT (2.0739738737781654 41.37377189475886)
1920,Josep Trueta - Josep Tarradellas,POINT (2.0713126724955866 41.37282032057569)
1921,Sant Martí de l'Erm - Josep Trueta,POINT (2.0705996527677817 41.371721241760966)
1922,Av Barcelona - Extremadura,POINT (2.0733490237103527 41.36931170781821)
1925,Piferrer - Deià,POINT (2.1777436608047855 41.43211530294185)
1926,Piferrer - Pintor Alsamora,POINT (2.1796997958305546 41.43448097868505)
1927,Av Rio de Janeiro - Pg Valldaura,POINT (2.1815904527697345 41.438929939484936)
1928,Pl Àngel Pestaña,POINT (2.1792450863498165 41.44101018933152)
1930,Av Rio de Janeiro - Baltasar Gracián,POINT (2.1825420374504003 41.440098516735475)
1932,Pg Andreu Nin - Rosselló i Porcel,POINT (2.182286367167511 41.43661555080039)
1933,Pg Ciutat de Mallorca - Av Rio de Janeiro,POINT (2.1805218102166224 41.43249096515525)
1935,Escultor Ordóñez - Pl de Sóller,POINT (2.1749322537998266 41.43360841579383)
1937,Metro Maragall,POINT (2.176972775989002 41.42460252928053)
1938,Mitre - Doctor Fleming,POINT (2.1337183566869853 41.3948484638357)
1939,Mitre - Ganduxer,POINT (2.133884736291009 41.398897596756306)
1940,Mitre - Ganduxer,POINT (2.133459017169286 41.39875223803801)
1941,Mitre - Doctor Fleming,POINT (2.133413912158315 41.39478193155142)
1943,Virgili - Pl de Montserrat Roca i Baltà,POINT (2.193420179702815 41.43130314874907)
1948,Pallars - Bilbao,POINT (2.2014698864156763 41.40385011002712)
1950,La Fosca - Chafarinas,POINT (2.1832512594816276 41.44816170715165)
1953,Numància - Ronda General Mitre,POINT (2.130816261668342 41.39136862328667)
1954,Segura - Anoia,POINT (2.140537246256403 41.36256075665222)
1955,Segura - Foneria,POINT (2.141768238412986 41.362895132285004)
1957,Costa i Cuxart - Av Borbó,POINT (2.1752918911455104 41.42796167566672)
1958,Av dels Quinze - Costa i Cuxart,POINT (2.1747007667350786 41.428098174316574)
1959,Pl de les Roquetes,POINT (2.1762768566481396 41.4484511898204)
1960,Parc del Pla de Fornells,POINT (2.176443078096189 41.448563133999166)
1961,Fabra i Puig - Pg Urrutia,POINT (2.164549051645137 41.436642887797895)
1963,Fabra i Puig - Pg Urrutia,POINT (2.1644894544208886 41.43681868759903)
1966,Port Olímpic - Zoo,POINT (2.1970585326437386 41.38791750406668)
1970,Rambla del Brasil - Roger,POINT (2.1295871764996277 41.37726555514131)
1973,Radi - Ctra del Prat,POINT (2.1348067013139875 41.36264667106077)
1975,Av Pablo Picasso - Salvador Dalí,POINT (2.0877348550439105 41.35400881898463)
1976,Badal - Av Carrilet,POINT (2.134108401439075 41.36654384591055)
1984,Escorial - Sant Lluís,POINT (2.162297526795132 41.406344732009714)
1985,Sant Salvador - Massens,POINT (2.1559667267985456 41.40839685780212)
1986,Sant Salvador - Verdi,POINT (2.153413156639098 41.40700850493933)
1987,Sargelet - Maignon,POINT (2.150857992694304 41.40895386226306)
1988,Valldoreix - Verdi,POINT (2.1514942288130894 41.41006824739315)
1989,Av del Coll del Portell - Sostres,POINT (2.1514077305056194 41.410661220995294)
1990,Sostres - Baixada de la Glòria,POINT (2.1497380978351615 41.41223859226077)
1991,Arnold Schönberg - Av del Coll del Portell,POINT (2.1493106385083838 41.412929736858345)
1992,Av del Coll del Portell - Baixada de la Glòria,POINT (2.1503245446054584 41.412099302710715)
1993,Av del Coll del Portell - Rambla de Mercedes,POINT (2.151865367289008 41.411182685115904)
1994,Albigesos - Verdi,POINT (2.150595571807219 41.41053523492428)
1995,Verdi - Valldoreix,POINT (2.1515485900026845 41.40926809894137)
1996,Pl Rovira i Trias,POINT (2.1587812599952394 41.40758524372931)
1997,Torrent de les Flors - Cardener,POINT (2.156678549769308 41.40970227687831)
1998,Ctra Cementiri Collserola - Residència Joan XXIII,POINT (2.1560061866047335 41.46515687016989)
1999,Residència Joan XXIII,POINT (2.1559886326826336 41.464957173535396)
2004,Oblit - direcció Font d'en Fargas,POINT (2.1776094394131844 41.419320585703126)
2005,Rambla Volart - Flors de Maig,POINT (2.1744177648964143 41.417625452511516)
2006,La Bisbal - Av Mare de Déu de Montserrat,POINT (2.1722737479063623 41.41826480738377)
2007,Aguilar - Alt de Pedrell,POINT (2.1694824609531476 41.425488966949594)
2008,Aguilar - Montserrat de Casanovas,POINT (2.169784440041089 41.423092132435286)
2009,Garriga i Roca - Sales Ferrer,POINT (2.1698721646916215 41.421174246112344)
2010,Garriga i Roca - Ercilla,POINT (2.1706827471052508 41.41978287588102)
2012,Rambla de la Muntanya - Vinyals,POINT (2.175347223586629 41.42013573720629)
2020,Torrent de les Flors - Sant Lluís,POINT (2.160202166831533 41.40615171512443)
2021,Pl Joanic,POINT (2.1624797977888854 41.40492852184788)
2022,Granja Vella - Av Martí i Codolar,POINT (2.14794726829926 41.426859130694645)
2023,Calderón de la Barca - Ctra del Carmel,POINT (2.157318760894748 41.41901487667551)
2024,Calderón de la Barca - Alcalde de Zalamea,POINT (2.1568404851379825 41.42062904460174)
2025,Segimon - L'Alguer,POINT (2.1550961249111165 41.420951879324335)
2026,Fastenrath - L'Hortal,POINT (2.152672359483104 41.421920741793905)
2028,Camí dels Àngels,POINT (2.148969305231356 41.42166113690574)
2029,Parc de La Creueta del Coll,POINT (2.1462717743544846 41.42129480259711)
2034,Metro Penitents,POINT (2.1405949989899664 41.41744758253523)
2035,Mare de Déu dels Àngels - Fastenrath,POINT (2.1490564801112404 41.4221494362739)
2037,Sigüenza - La Murtra,POINT (2.152612840883097 41.423259887209724)
2038,Sigüenza - Ramon Rocafull,POINT (2.154141879039344 41.424122765515)
2039,Mercat del Carmel,POINT (2.1553562207564076 41.42357122705644)
2040,Conca de Tremp - Agudells,POINT (2.1564924724828307 41.42231883632016)
2041,Conca de Tremp - Arbós,POINT (2.1573192740387928 41.421284100407746)
2042,Conca de Tremp - Queixans,POINT (2.1575102453134427 41.420023114863284)
2043,Manso - Calàbria,POINT (2.160486763955262 41.37667116024443)
2044,Riera Alta - Nou de Dulce,POINT (2.1637442686458632 41.380340307681855)
2045,Riera Alta - Erasme de Janer,POINT (2.1664602993251387 41.38047796915527)
2046,Rambla del Raval - Aurora,POINT (2.1682243335013176 41.37930590847562)
2047,Rambla del Raval - Sant Pau,POINT (2.1702177316572215 41.377629989022545)
2048,Av Drassanes - Arc del Teatre,POINT (2.1730816236049733 41.37662775759489)
2049,Av Drassanes - Pl Portal de la Pau,POINT (2.1762355787928978 41.37600690467356)
2051,Metro Drassanes,POINT (2.174801152867729 41.376419820977056)
2052,Av Drassanes - Nou de la Rambla,POINT (2.1727274518638726 41.37682869839989)
2053,Rambla del Raval - Sant Josep Oriol,POINT (2.17052649366345 41.37800847025047)
2054,Rambla del Raval - Hospital,POINT (2.168798438397481 41.37946081951485)
2055,Pl Joan Amades,POINT (2.1687239932248144 41.38139415393527)
2056,Pl dels Àngels,POINT (2.1678903285598667 41.382656591515115)
2057,Montalegre - Valldonzella,POINT (2.1667833902964717 41.384001858679156)
2059,Mercat de Sant Antoni,POINT (2.161382158482757 41.377342327746234)
2061,Mare de Déu del Remei - Grases,POINT (2.1568812668586927 41.373013236028264)
2063,Elkano - Blasco de Garay,POINT (2.1629105778698885 41.3731737410491)
2064,Elkano - Poeta Cabanyes,POINT (2.1648227842673538 41.372580432588016)
2067,Vila i Vilà - Puigxuriguer,POINT (2.1729066086591393 41.37292503555017)
2068,Piquer - Cabanes,POINT (2.1705821364460203 41.37284213061859)
2069,Nou de la Rambla - Paral·lel,POINT (2.169511017876668 41.37441928862849)
2071,Pg de Solé i Pla,POINT (2.0885988646092306 41.42711839000212)
2072,Pl Major del Rectoret,POINT (2.092209575115073 41.427377246684536)
2074,Torrent del Rovelló - Camí del Pantà,POINT (2.096908106075367 41.41937128039335)
2075,Torrent del Rovelló - Camí Baix del Mas Sauró,POINT (2.0944461077827783 41.418242728576324)
2076,Camí Alt Mas Sauró - Font Mossèn Cinto Verdaguer,POINT (2.0948915708768627 41.41782715070391)
2077,Camí Alt del Mas Sauró - Camí del Ciureny,POINT (2.09649365475868 41.417870197490885)
2078,Camí del Mas Sauró,POINT (2.0965132501383144 41.41708343306964)
2079,Can Sauró,POINT (2.0950408740318145 41.41590677311666)
2080,Mas Sauró - Camí del Pebràs,POINT (2.092829690053653 41.415668193652756)
2081,"Can Sauró, direcció Mas Guimbau",POINT (2.0951795139329246 41.41592368885773)
2082,"Camí del Mas Sauró, direcció Mas Guimbau",POINT (2.096345613917468 41.417056148956505)
2083,"Camí del Ciureny, direcció Mas Guimbau",POINT (2.096575181198888 41.417899480945856)
2084,"Font Mossèn Cinto Verdaguer, direcció Mas Guimbau",POINT (2.095144566645509 41.41789211044779)
2085,"Camí Baix del Mas Sauró, direcció Mas Guimbau",POINT (2.0944992839555345 41.418206630602754)
2086,"Torrent del Rovelló, direcció Mas Guimbau",POINT (2.096832302780938 41.419214568623275)
2087,FGC Les Planes,POINT (2.091482048542242 41.42719220426753)
2088,Camí dels Verns - Camí del Mas Guimbau,POINT (2.089765221263747 41.42615387749248)
2089,Mas Guimbau,POINT (2.0902794537304605 41.42814229736647)
2090,Mas Sauró,POINT (2.09289790621242 41.415611416689956)
2091,"Can Sauró, direcció Vallvidrera",POINT (2.0952129128111507 41.415952847249805)
2092,"Camí del Mas Sauró, direcció Vallvidrera",POINT (2.0963925670285315 41.417063155966666)
2093,"Camí del Ciureny, direcció Vallvidrera",POINT (2.0965066320857764 41.4179155527755)
2094,"Font Mossèn Cinto Verdaguer, direcció Vallvidrera",POINT (2.0950793776953684 41.417889346228286)
2095,"Camí Baix del Mas Sauró, direcció Vallvidrera",POINT (2.094659127267719 41.418342062648904)
2096,"Torrent del Rovelló, direcció Vallvidrera",POINT (2.096853066312237 41.41922826069586)
2097,Camí del Pantà,POINT (2.0978867831975645 41.41844666347421)
2098,FGC Baixador Vallvidrera,POINT (2.096865910311893 41.419961784121334)
2099,Camí del Sanatori - Ctra de Vallvidrera,POINT (2.0965884264866745 41.42104701150846)
2100,Major del Rectoret - Parc Municipal de Vallvidrera,POINT (2.09475207949124 41.42348226327496)
2101,Major del Rectoret - Amarant,POINT (2.094947383584495 41.42452922065958)
2102,Bohemis - Savina,POINT (2.097134330687789 41.42533489445027)
2103,Savina - Pg del Magraner,POINT (2.096607810225862 41.42414424073094)
2104,Lilà - Boix,POINT (2.0998032045817205 41.42568555218245)
2105,Lilà - Presseguer,POINT (2.1009201987929145 41.428242876583575)
2108,Major del Rectoret - Costa del Bruc,POINT (2.0948921708631336 41.42989528966358)
2109,"Pl Coll de la Creu d'en Blau, direcció El Rectoret",POINT (2.0941526888761666 41.43364618655579)
2110,Major del Rectoret - Marco Polo,POINT (2.0948515528376555 41.42964313416131)
2111,Major del Rectoret - Parsifal,POINT (2.093842523600355 41.426414695541865)
2112,Margalló - Major del Rectoret,POINT (2.0961579208143837 41.42612985913984)
2113,Av del Rectoret - Baladre,POINT (2.0930395135817377 41.42592522229388)
2114,Av del Rectoret - Vesc,POINT (2.0928563610450266 41.42612745552652)
2115,Major del Rectoret - Margalló,POINT (2.0958567053031874 41.4261662800188)
2116,Major del Rectoret - Lohengrin,POINT (2.093950015028814 41.42654062785393)
2117,"Pl Coll de la Creu d'en Blau, direcció Vallvidrera",POINT (2.0941303195314163 41.43365262082352)
2121,Lilà - Geranis,POINT (2.1008313955179165 41.42816045855537)
2122,Lilà - Poncelles,POINT (2.0996598178684316 41.42563649703211)
2123,Savina - Poncelles,POINT (2.0964981596109418 41.42417322193715)
2124,Bohemis - Amarant,POINT (2.0973440612185152 41.425420470358624)
2125,Major del Rectoret,POINT (2.0949042017604502 41.42458640271825)
2126,Parc Municipal de Vallvidrera,POINT (2.0947548379601493 41.42332231275387)
2127,Camí del Sanatori - FGC Baixador de Vallvidrera,POINT (2.0964948677829662 41.420859755860114)
2130,Pg Maragall - Petrarca,POINT (2.1633323658606955 41.42843042739945)
2134,Llull - Jardins Gandhi,POINT (2.206746297443631 41.40442188778986)
2137,Metro Bellvitge Rambla Marina,POINT (2.1108519206516423 41.35150592628552)
2138,IES Ferran Tallada,POINT (2.1618025893465416 41.42081064950022)
2139,Garcilaso - Juan de Garay,POINT (2.1863453671493867 41.422867619387155)
2141,Turó de La Rovira,POINT (2.1595238505628407 41.419692691906945)
2142,Gran Vista,POINT (2.1599536906265535 41.419972406381106)
2143,Ctra de Vallvidrera - El Castanyer,POINT (2.121348096259694 41.425366316743606)
2146,Pl de Mourenx,POINT (2.1685635053778913 41.46342104078938)
2147,Camèlies - Circumval·lació,POINT (2.170552454618687 41.46193708724857)
2148,Circumval·lació - Camèlies,POINT (2.171957674216054 41.461968690089726)
2149,Pl Tibidabo,POINT (2.1188274181447766 41.42151295813325)
2151,Pg Taulat - Provençals,POINT (2.213121093161512 41.404790805803145)
2154,Jericó - Pg Vall d'Hebron,POINT (2.139495599814322 41.42079362053377)
2155,Jericó - Romeu,POINT (2.139023127037177 41.42182778836415)
2156,Ctra Sant Cugat - Samària,POINT (2.1382575337773524 41.42221741357187)
2157,Ctra Sant Cugat - Navata,POINT (2.1385286546614255 41.42062094507125)
2158,Ctra Sant Cugat - Gutenberg,POINT (2.138555858693984 41.41860344073898)
2180,Ctra del Prat - Energia,POINT (2.134133406827664 41.36060974116356)
2184,Botànica - Salvador Espriu,POINT (2.126387253995819 41.34962194203687)
2185,Botànica - Miguel Hernández,POINT (2.1264556559110006 41.349393539766524)
2186,Botànica - Primer de Maig,POINT (2.1206915589957553 41.34658797784369)
2187,Botànica - Motors,POINT (2.1209173765010267 41.34649614141751)
2188,Motors - Botànica,POINT (2.116842883444568 41.3454908867439)
2189,Motors - Av Granvia,POINT (2.1165083138589242 41.345187873097075)
2190,Av Amèrica - Av Granvia,POINT (2.1144703038899326 41.349879998946236)
2194,Francesc Alegre - Av Mare de Déu de Montserrat,POINT (2.1670929245737134 41.41572185757104)
2195,Budapest - Gènova,POINT (2.168004126314627 41.418270555483424)
2196,Telègraf - Doctor Cadevall,POINT (2.169092326634103 41.41851078467337)
2197,Francesc Alegre,POINT (2.1662849298458955 41.41639610310238)
2198,França - Polònia,POINT (2.1635826404143295 41.41524129673338)
2199,"Av del Coll del Portell, 74",POINT (2.151488672817834 41.411466356661464)
2200,Pg Vall d'Hebron - Anna Piferrer,POINT (2.139136362379223 41.41783062946355)
2203,Penedès - Priorat,POINT (2.060455506186696 41.360356954501626)
2209,Pl de Vallvidrera,POINT (2.1043977144438037 41.413051765208074)
2210,Camí Alt del Mas Sauró,POINT (2.096323944966521 41.41647725890746)
2211,"Cami Alt del Mas Sauró, direcció Vallvidrera",POINT (2.096387620217228 41.416437162073606)
2212,"Camí Alt de Mas Sauró, direcció Mas Guimbau",POINT (2.096345360313771 41.416417905728544)
2213,Camí del Mas Guimbau - Gatosa,POINT (2.090085893914006 41.425529413559445)
2214,Camí del Mas Guimbau - Gespa,POINT (2.090632922732721 41.42401064951245)
2215,Gespa - la Gatosa,POINT (2.0896276734130725 41.42458262203863)
2216,Escala de la Gatosa,POINT (2.0897758279773773 41.423835806522305)
2217,Pg de la Vimetera,POINT (2.089267541869073 41.42359090979701)
2218,Pg de la Vimetera - Pg del Pi Forcat,POINT (2.0873708288722725 41.42328059912779)
2219,Pg del Pi Forcat - Pg d'Anna Rúbies,POINT (2.0873653443373055 41.42265074526582)
2220,Pg de la Vimetera - Escala de la Gatosa,POINT (2.089240318078123 41.42350852854953)
2221,Gespa - Pg de la Vimetera,POINT (2.089835366909585 41.42386824464242)
2222,Gespa,POINT (2.0896905231889646 41.42455118501359)
2223,Camí del Mas Guimbau,POINT (2.0906845336993563 41.423989457314505)
2224,Camí del Mas Guimbau - Castellví,POINT (2.0900633933714654 41.42557241738898)
2225,Santuari de la Salut,POINT (2.089807637879844 41.42608846754995)
2228,Ciutat d'Asunción - La Maquinista,POINT (2.200090561257454 41.4402097444231)
2230,La Mina - Ponent,POINT (2.2173011759211154 41.41835156753121)
2231,Pedrell - Rambla del Carmel,POINT (2.1586458196887532 41.42310084778541)
2233,Rambla del Carmel - Llobregós,POINT (2.157770346726778 41.42467150063802)
2234,Llobregós - Pg Maragall,POINT (2.1632672079996595 41.427766075149684)
2235,Llobregós - Torrent del Carmel,POINT (2.1602964347867757 41.42651695310329)
2239,Pg de Valldaura - Canigó,POINT (2.155958846000211 41.43746257495628)
2241,Pg de Valldaura - Av Estatut de Catalunya,POINT (2.154002935204214 41.43653609455469)
2243,Moll de Barcelona,POINT (2.1797636402949028 41.37242238689438)
2246,Parc Logístic,POINT (2.124734166995661 41.34059289119079)
2247,Rambla Josep M Jujol - Riera d'en Nofre,POINT (2.051472522984673 41.367458366596004)
2248,Av Barcelona - Rius i Taulet,POINT (2.060740647768301 41.36674546304543)
2249,Carrer número 2 - Carrer número 62,POINT (2.1378913788856835 41.34394170802589)
2250,Carrer número 2,POINT (2.137980955175921 41.34381569760563)
2251,"Parc Logístic, anada",POINT (2.1310178333160197 41.34300197517573)
2252,"Parc Logístic, tornada",POINT (2.130876948903336 41.342759970290125)
2254,Av Can Corts - Merçè Rodoreda,POINT (2.0649120162288988 41.361393319442904)
2255,Segura - Escales del Polvorí,POINT (2.140599140027435 41.36373677597075)
2256,Segura - Guadalquivir,POINT (2.1405981711829716 41.36385402415932)
2259,Diagonal - Llull,POINT (2.215476882422315 41.41060463316045)
2260,Metro Canyelles,POINT (2.166796127385769 41.44194937835446)
2261,Via Favència - Pl Karl Marx,POINT (2.1634414981988503 41.440732364531776)
2262,Diagonal - Rambla del Poblenou,POINT (2.1954048188715105 41.40522915019359)
2264,Pg Taulat - Provençals,POINT (2.212377035711608 41.40493817111913)
2265,Pg Taulat - Diagonal Mar,POINT (2.2153274791662176 41.40702942431829)
2266,Pg Taulat - Diagonal Mar,POINT (2.2154807250968123 41.40698677070827)
2268,Llull - Diagonal Mar,POINT (2.2130337147294252 41.40914763429516)
2269,Via Favència - Barri Canyelles,POINT (2.1695976045437453 41.442964607526505)
2270,Numància - Av Roma,POINT (2.1413434217861638 41.38121193159132)
2271,Av Barcelona - Bon Viatge,POINT (2.0587282262715525 41.364757227074385)
2273,Rambla Josep M Jujol - Montjuïc,POINT (2.056725982834123 41.36243109773914)
2274,Pl de la Ciutat Gegantera,POINT (2.0543451189643904 41.364387640328545)
2275,Major - Mercat,POINT (2.054931037731779 41.3668696682036)
2276,Major - Montjuïc,POINT (2.057074174142329 41.36478752386688)
2279,Pg Reina Elisenda - Av JV Foix,POINT (2.1185396132755936 41.398388301027516)
2281,Av de Vallbona - CAP Ctat Meridiana,POINT (2.1807076103539003 41.46093029605893)
2282,Av de Vallbona,POINT (2.1839498915805025 41.45836837117866)
2287,Via Augusta - Doctor Roux,POINT (2.1312742738218238 41.397838833842684)
2288,Via Augusta - Ronda General Mitre,POINT (2.133598640456602 41.39784904377412)
2289,Pujades - Provençals,POINT (2.2087075799372453 41.40774950828865)
2293,Sardenya - Pujades,POINT (2.1885363169482592 41.39181315144958)
2294,Ramon Trias Fargas - Doctor Trueta,POINT (2.1907418134306917 41.39016148614872)
2295,Icària - Parc Carles I,POINT (2.193924927498019 41.38842895743235)
2298,Júpiter,POINT (2.0988310234089407 41.42881117913998)
2305,Júpiter - Lilà,POINT (2.0989683674794017 41.428813929514625)
2306,Pg Marítim,POINT (2.1963011992228587 41.385225851086155)
2307,Doctor Font i Quer - Tarongers,POINT (2.1624986228163454 41.36715488480209)
2308,Doctor Font i Quer - Can Valero,POINT (2.1605538264503914 41.365839639487355)
2309,Av Miramar - Pl Dante,POINT (2.1657876132930305 41.36900232539651)
2310,Av Miramar - Pl Carlos Ibáñez,POINT (2.168879172182211 41.37025551427328)
2311,Museu Nacional - Museu Etnològic,POINT (2.1561691281095006 41.368603223200154)
2315,Castell,POINT (2.167015095074307 41.36506996456787)
2316,Pl Sagrada Família,POINT (2.1737929244410705 41.40296746628726)
2317,Via Sant Jordi,POINT (2.157602450625807 41.3557324444152)
2318,Sagrat Cor,POINT (2.149972132064831 41.35533655375391)
2319,Via Sant Oleguer,POINT (2.1540926244680545 41.35446586012589)
2320,Via Santa Eulàlia,POINT (2.1527144928416586 41.352876522807435)
2321,Metro Torras i Bages,POINT (2.1908611225202645 41.44275334978805)
2322,Gran de Sant Andreu - Palomar,POINT (2.188216677660074 41.442239351852855)
2323,Pl Miquel Casablancas,POINT (2.186419580220157 41.43970999363295)
2324,Av de l'Estadi - Vivers,POINT (2.158379960052871 41.36709903498586)
2325,Can Valero - Pg del Migdia,POINT (2.161236778706128 41.36270838131244)
2326,Pl de la Sardana,POINT (2.1688706239555695 41.36792352090674)
2327,Torre Baró,POINT (2.184010981053819 41.458429862322866)
2328,Estació RENFE,POINT (2.180416756933321 41.461285273005714)
2330,Av Rasos de Peguera - Pl Roja,POINT (2.1784942491157655 41.46157177086797)
2331,Av Rasos de Peguera - Costabona,POINT (2.1766824625122934 41.460281359849034)
2332,Vallcivera - Moixeró,POINT (2.1767804187850293 41.4595375713799)
2335,València - Rogent,POINT (2.1856123361575497 41.40934537604797)
2336,Pg Zona Franca - Foc,POINT (2.141339534847065 41.35671386531426)
2341,Museu Nacional - Museu Etnològic,POINT (2.156073070931966 41.368542556089906)
2345,València - Viladomat,POINT (2.1513030729590037 41.3835759022604)
2348,Llobregós - Lluís Marià Vidal,POINT (2.1565939962996548 41.42464314521065)
2349,Dante Alighieri - Pantà de Tremp,POINT (2.1536748513938315 41.42553608989175)
2350,Lisboa - Av Estatut de Catalunya,POINT (2.157518308021115 41.42924348882722)
2351,Tajo - Baixada Mercat,POINT (2.160138262123116 41.42973045712878)
2354,Hedilla - Porrera,POINT (2.159625622957779 41.43678720946261)
2355,Pg Universal - Pg de Valldaura,POINT (2.159917738281575 41.43852176972026)
2356,Cementiri d'Horta,POINT (2.1552679165423347 41.440666384895295)
2362,Santa Amèlia - Capità Arenas,POINT (2.1240732289539253 41.394193716439794)
2363,Gran Via - Radi,POINT (2.1344402265541818 41.363662045112825)
2367,Ptge Garrofers - Varsòvia,POINT (2.173158488021688 41.41857190792456)
2383,Ronda de Dalt - Av J V Foix,POINT (2.114209758214324 41.40146067701983)
2384,Santa Amèlia,POINT (2.1219750591941082 41.39307473610748)
2385,Av J V Foix - Pedró de la Creu,POINT (2.120107654074046 41.395579959592396)
2387,Av J V Foix - Pg Reina Elisenda,POINT (2.1192194532395385 41.39809813036317)
2388,Av J V Foix - Monestir,POINT (2.1167068568517267 41.39958600565031)
2389,Av J V Foix - Monestir,POINT (2.1173879284677533 41.3990659274221)
2390,Av J V Foix - Pg Reina Elisenda,POINT (2.119088578107164 41.39802496999477)
2392,Cardenal Reig - Pintor Tapiró,POINT (2.117166340837165 41.378389643350474)
2394,Tiana - Campins,POINT (2.2009511031202083 41.44763967126456)
2395,Aneto - Montmajor,POINT (2.170243276096925 41.43282877530228)
2398,Pg d'Urrutia - Cistellet,POINT (2.16568725631659 41.435848556017206)
2399,Riera Blanca - Les Corts,POINT (2.12141772242706 41.37748758208265)
2400,Pg d'Urrutia - Rocabruna,POINT (2.167641598454134 41.435330737226984)
2401,Montsant - Cadí,POINT (2.1702637903287045 41.43346115738382)
2402,Montmajor - Pg de la Peira,POINT (2.1705029898629404 41.43228055093711)
2404,Cartellà - Pl d'Àlvaro Cunqueiro,POINT (2.169080554463104 41.428547645987834)
2405,Cartellà - Amílcar,POINT (2.1726591966169453 41.42768441971734)
2406,Meridiana - Fabra i Puig,POINT (2.183675865067646 41.429672933292515)
2407,Narcís Monturiol - Beat Oriol,POINT (2.1813055049652768 41.49158796003786)
2408,Ctra BV 1411 - Pau Casals,POINT (2.1780361315382772 41.493220474070746)
2409,Bach - Ctra BV 1411,POINT (2.1777511404031378 41.49087692131894)
2410,Av Ferreria - Química,POINT (2.1779433735347262 41.48503502395235)
2412,Bach - Beat Oriol,POINT (2.1780315277793276 41.49133346238237)
2414,Narcís Monturiol - Indústria,POINT (2.1812272187352497 41.49179257297257)
2415,Garriga i Roca - Av Mare de Déu de Montserrat,POINT (2.171905246474213 41.41907455305408)
2416,Pl Karl Marx - Via Favència,POINT (2.1638601360703302 41.44020222655037)
2418,Parc del Besòs,POINT (2.2187570724064725 41.420429707107644)
2420,La Catalana,POINT (2.2216126115308255 41.42253889806262)
2421,Torrassa,POINT (2.225535171897098 41.42632901542419)
2422,Torrassa,POINT (2.225239122253136 41.42629411049476)
2430,Pg Sant Gervasi - Jardins de la Tamarita,POINT (2.1365638467373147 41.41030727878139)
2431,Cister - Melilla,POINT (2.1329840315673114 41.4112268988954)
2432,Quatre Camins - Teodor Roviralta,POINT (2.133100172885617 41.41201820095994)
2433,Esperança - Vilana,POINT (2.1285479747992166 41.405046039773175)
2434,Esperança - Marquesa de Vilallonga,POINT (2.126414322448033 41.403955341848985)
2435,Iradier - Planella,POINT (2.124587017616245 41.40536032223396)
2436,Planella - Marquesa de Vilallonga,POINT (2.1262153019074193 41.406770822525516)
2437,Bellesguard - Immaculada,POINT (2.12803150786365 41.408356873455325)
2438,Bellesguard - Valeta d'Arquer,POINT (2.126430430045121 41.40908657501909)
2439,Balsareny - Vista Bella,POINT (2.1294051830273615 41.41161353534359)
2440,Jesús Maria - Quatre Camins,POINT (2.1315873285930245 41.41053616310482)
2441,Jesús Maria - Pg Sant Gervasi,POINT (2.1329486242873963 41.409655755486334)
2442,Esteve Terradas - Josep Jover,POINT (2.1405139507137134 41.41389431419834)
2443,Parc Sanitari Pere Virgili,POINT (2.139808338219114 41.415051914492935)
2445,Collserola - Carlos Pirozzini,POINT (2.1350163739319106 41.41720150933299)
2446,Enric Clarassó - Collserola,POINT (2.1339091815127604 41.41824814940573)
2453,Anna Piferrer - Av Vallcarca,POINT (2.140707972401211 41.417402920001905)
2454,Pg Andreu Nin - Parc Esportiu Can Dragó,POINT (2.1814721803645423 41.43422176661404)
2455,Pg Ciutat de Mallorca - Piferrer,POINT (2.1786722791873117 41.43292602660308)
2456,Pintor Alsamora - Piferrer,POINT (2.1792100698222545 41.43513744442866)
