stop_id,stop_name,coordinates
933,Mitre - Balmes,POINT (2.1410671270755195 41.40467734321709)
934,Mitre - Mandri,POINT (2.1362809996426115 41.40113067514499)
936,Pg Sant Gervasi - Pl Bonanova,POINT (2.133879747363016 41.40711772325529)
937,Pg Sant Gervasi - Pl Kennedy,POINT (2.135811357183706 41.410034823768946)
938,Provença - Aribau,POINT (2.1555087036861273 41.39030201239872)
940,Mitre - Av Sarrià,POINT (2.131147239815073 41.39302148697356)
941,Gran Via - Mandoni,POINT (2.141953271863197 41.369504027643934)
943,Pl Espanya - Av Reina Maria Cristina,POINT (2.1495700453119757 41.37412412482637)
945,Poble Espanyol,POINT (2.146999949605304 41.36942098897514)
946,Berenguer de Palou - Pont del Treball Digne,POINT (2.1917778725796353 41.42368823016745)
947,Berenguer de Palou - Pare Manyanet,POINT (2.1917107818936534 41.42701323140042)
949,Indústria - Nàpols,POINT (2.16828227170436 41.40487679323624)
954,Pg Joan de Borbó - Pepe Rubianes,POINT (2.1883622495722315 41.37764895040524)
955,Pg Joan de Borbó,POINT (2.1874331904520514 41.37999541040556)
956,Pg Joan de Borbó,POINT (2.1872547019654847 41.379833911815325)
957,Pg Joan de Borbó - Pepe Rubianes,POINT (2.18815547384731 41.37755917109646)
959,Pg Joan de Borbó - Judici,POINT (2.1889419239805714 41.37609862972344)
960,Pg Joan de Borbó - Pl del Mar,POINT (2.188567306272124 41.37433186395595)
962,Metro Besòs,POINT (2.2077038147973034 41.420480664576914)
963,Cantàbria - Andrade,POINT (2.2035520980767465 41.41824345952121)
965,Pont del Treball Digne - Santander,POINT (2.197446500384738 41.42209309014968)
967,Balmes - Jovellanos,POINT (2.2103185130798195 41.43011879015562)
968,Balmes - Pereda,POINT (2.2078854228167986 41.43132664245328)
969,Pg Enric Sanchis - Sant Adrià,POINT (2.204846857808529 41.43551938883602)
970,Pg Enric Sanchis - Santander,POINT (2.2059715763853625 41.43349731060194)
971,Rambla Prim - Santander,POINT (2.2012824363893166 41.42527288042684)
972,Pl Botticelli,POINT (2.153152009464516 41.43311564712082)
973,Artesania - Pl de la República,POINT (2.174716662726466 41.439474103194215)
974,Artesania - Góngora,POINT (2.172807386767562 41.44183784702521)
975,Almansa - Via Favència,POINT (2.1743370850206993 41.44397459142297)
977,Via de Bàrcino - Ausona,POINT (2.1922389983773556 41.4505167022711)
979,Av Riera de Sant Cugat - Pere de Montcada,POINT (2.178859417238108 41.48456786022078)
985,Av Riera de Sant Cugat - Huc de Montcada,POINT (2.178947626913735 41.484509796831816)
988,Santaló - Trav de Gràcia,POINT (2.146914203162608 41.394837567618126)
989,Santaló - Mercat Galvany,POINT (2.144227485803869 41.396941173438805)
990,Numància - Parc Les Corts,POINT (2.1358693265737845 41.38613826944624)
991,Les Corts - Numància,POINT (2.1357951231693884 41.38731058258357)
993,Mandri - Artesa de Segre,POINT (2.134025340614617 41.402968405188346)
994,Mitre - Muntaner,POINT (2.137557357559428 41.402619687523014)
995,Pg Bonanova - Ganduxer,POINT (2.1301211647547245 41.40484333126395)
996,Pg Bonanova - Horaci,POINT (2.1304849503578214 41.4049078009883)
997,Mandri - Jardins Ca n'Altimira,POINT (2.1326824427752182 41.40419314537431)
998,Santuari - Ceuta,POINT (2.151356704140522 41.4201260949374)
999,Santuari - La Murtra,POINT (2.155065575492617 41.41980902350301)
1000,Santuari - La Murtra,POINT (2.1550845696597594 41.41994457584958)
1001,Santuari - l'Hortal,POINT (2.151003567252457 41.420234805543416)
1002,Av de Vallcarca - Metro Penitents,POINT (2.1409201254624706 41.418082116876214)
1003,Pl Alfonso Comín - Pg Vall d'Hebron,POINT (2.13822604754505 41.416211046958324)
1004,Metro Paral·lel,POINT (2.170618930914126 41.37503140676714)
1005,Pl Josep Maria Folch,POINT (2.166602053825943 41.376156281812854)
1006,Ronda Sant Pau - Parlament,POINT (2.163580695490226 41.3784470251624)
1007,Meridiana - Biscaia,POINT (2.186756170578619 41.41679107529633)
1008,Pg Maragall - Trinxant,POINT (2.180738126907131 41.419026587653356)
1010,Olvan,POINT (2.13327514204185 41.42968385534523)
1011,Pl del Nou,POINT (2.1411387222492437 41.35325043705117)
1014,Av Verge de Montserrat - Coronel Sanfeliu,POINT (2.0951489648763557 41.325735272555875)
1015,Av Verge de Montserrat - Ctra Marina,POINT (2.0987313061329194 41.327374111002534)
1016,Plaça Pau Casals,POINT (2.094454589296661 41.32572096749934)
1017,Laureà Miró - Nord,POINT (2.08220077409021 41.37809479493594)
1018,Av Can Corts - Ctra d'Esplugues,POINT (2.068282537408551 41.35749421702858)
1019,Pg Vall d'Hebron - Av Jordà,POINT (2.1417203986553024 41.42432805509249)
1020,Pg Vall d'Hebron - Natzaret,POINT (2.1403495421906342 41.42125111604019)
1021,Ardena - Ronda de Dalt,POINT (2.1073319099796257 41.39061696538236)
1022,Pg Calvell - Rambla del Poblenou,POINT (2.2059161871732185 41.39701161738178)
1023,Sant Adrià - Pg Enric Sanchis,POINT (2.2040513591812396 41.436014607856265)
1025,Ronda de Dalt - Moneders,POINT (2.1080937724913644 41.389977734028584)
1028,Pg Torras i Bages - Joan Torras,POINT (2.1910881122020425 41.43698206324763)
1030,Av Ferrer i Guàrdia - Av Montanyans,POINT (2.1451376651258793 41.36780413459026)
1033,Guipúscoa - Verneda,POINT (2.208422474728865 41.4250659679751)
1034,Laureà Miró - Primer de Maig,POINT (2.0921657066609067 41.37693344134698)
1035,Via Favència - Molí,POINT (2.1801462333535815 41.445945768886226)
1036,Aribau - Laforja,POINT (2.147322891806602 41.39792631256793)
1037,Pg Maragall - Manigua,POINT (2.179568171185765 41.421798698580474)
1040,Pl Urquinaona,POINT (2.1733223521558496 41.38878269265671)
1042,Policia Local,POINT (2.0834195958420225 41.31763324669652)
1043,Av Remolar - Av Onze de Setembre,POINT (2.0904140443034787 41.319686831440734)
1044,La Granja,POINT (2.0912939143798432 41.318644476854494)
1045,Pg Zona Franca - Motors,POINT (2.145138956711464 41.35147627190702)
1047,Felip II - Ramon Albó,POINT (2.1777808869073128 41.42726133168422)
1048,Felip II - Pl Congrés,POINT (2.1798024891014016 41.42572098789272)
1051,Jerez - Pl de la Ciutadella,POINT (2.155260857050822 41.431347138360266)
1052,Parc de la Rambla,POINT (2.075102920630917 41.380881587889014)
1053,El Parador,POINT (2.0740918483119124 41.382966886588385)
1054,Casal de Joves,POINT (2.071439915362997 41.382749333860126)
1057,Constitució - Mossèn Amadeu Oller,POINT (2.1377498328633093 41.369927544888036)
1058,Viladomat - Manso,POINT (2.161440230222436 41.37648061080463)
1059,Vilamarí - Av Mistral,POINT (2.153416270514392 41.375731234682064)
1061,Paral·lel - Vila i Vilà,POINT (2.1670408277530555 41.37486065687178)
1065,Pl de la Font Castellana - Tenerife,POINT (2.1663457996411584 41.41520643822906)
1066,Mallorca - Pau Claris,POINT (2.1644542000502525 41.395337842946304)
1067,Pl Urquinaona - Pau Claris,POINT (2.1725427556979326 41.38910105907229)
1069,Metro Urquinaona,POINT (2.172785700915153 41.389020284625204)
1070,Gran Via - Pau Claris,POINT (2.169376984503604 41.390143208467066)
1071,Pl Urquinaona,POINT (2.1728522114648046 41.389337177114434)
1072,Mallorca - Padilla,POINT (2.178123682749587 41.40559041282788)
1075,Pl Universitat,POINT (2.163970342044979 41.386070445993425)
1076,Pl Universitat - Pelai,POINT (2.16449256095366 41.38562891981612)
1078,València - Pg de Gràcia,POINT (2.162947820525286 41.39234566903645)
1079,Ronda Sant Pere - Pl Urquinaona,POINT (2.1714476578344484 41.38858105315702)
1080,Diagonal - Pau Claris,POINT (2.160649044140958 41.39673660914659)
1081,Gran Via - Pau Claris,POINT (2.1690549291018546 41.39029536168582)
1082,Ronda Sant Pere - Pl Catalunya,POINT (2.170632850083557 41.388275030273185)
1086,Camèlies - Praga,POINT (2.162951664615313 41.41307749564795)
1088,Casanova - París,POINT (2.151077953373432 41.39128594527305)
1089,Rosselló - Bailèn,POINT (2.1659905762102842 41.39976539667406)
1090,Metro Maresme - Fòrum,POINT (2.2171673222573944 41.41223609855138)
1092,Metro La Pau,POINT (2.2054850530923256 41.42286572552068)
1095,Av dels Quinze - Pg Maragall,POINT (2.1758739443377344 41.42639993364296)
1098,Diagonal - Francesc Macià,POINT (2.145855117579943 41.393154311948074)
1099,Josep Tarradellas - Comte Borrell,POINT (2.1442614972092335 41.39152418193408)
1101,Pl Vila - Metro Sta Coloma,POINT (2.208149381631416 41.45115819085002)
1102,Av Barcelona - Francesc Macià,POINT (2.0603750051572267 41.366536292632006)
1103,Pl Catalunya - Portal de l'Àngel,POINT (2.1708450202707956 41.38643464506193)
1104,Sardenya - Camèlies,POINT (2.1615325065523847 41.41311409441618)
1108,Av Marquès de l'Argentera - Pg Picasso,POINT (2.18518873883208 41.385091455749)
1109,Pallars - Pere IV,POINT (2.1946184046906225 41.398714479795345)
1111,Rambla Prim - Marroc,POINT (2.2112066408122035 41.41708577254121)
1113,Rambla Prim - Cristóbal de Moura,POINT (2.212900408298988 41.4164647952347)
1116,Gran de Gràcia - Lesseps,POINT (2.1500790408951804 41.40617556695725)
1117,Gran de Gràcia - Pl Trilla,POINT (2.152181294763882 41.40347389995333)
1118,Av Riera de Cassoles - Pl Lesseps,POINT (2.150125985286018 41.40574352845487)
1119,Av República Argentina - Escipió,POINT (2.147060765840093 41.408629433649295)
1120,Mitre - Berna,POINT (2.1466372307710144 41.40562230358714)
1122,Pl Lesseps - Riera de Vallcarca,POINT (2.1495106033214864 41.40674453810915)
1123,Av Riera de Cassoles - Carolines,POINT (2.1500811147358188 41.40363791933784)
1124,Ronda Universitat - Pl Universitat,POINT (2.165264171775743 41.38626198809141)
1127,Pg Lluís Companys - Arc de Triomf,POINT (2.180251573388125 41.39068991206427)
1128,Pg Lluís Companys - Parc de la Ciutadella,POINT (2.1826969542343617 41.38883814269877)
1129,Parc de la Ciutadella - Princesa,POINT (2.183053903806415 41.38780425169761)
1130,Pg Picasso - Comerç,POINT (2.1820871192691342 41.38836318412651)
1131,Bac de Roda - Llull,POINT (2.2067119357082863 41.40556801003612)
1135,Pau Claris - Rosselló,POINT (2.162074424539057 41.39646713420591)
1136,Pg de Gràcia - Mallorca,POINT (2.1633625901606823 41.393521839080556)
1137,Casanova - Mercat del Ninot,POINT (2.1546258871505266 41.38859729894201)
1138,Pg de Sant Joan - València,POINT (2.1704622616301523 41.398842672181694)
1140,Padilla - Mallorca,POINT (2.177351556397715 41.405644582844495)
1141,Av Gaudí,POINT (2.174817004636646 41.405772305881456)
1142,Independència - Mallorca,POINT (2.1819044929588944 41.408977537348235)
1143,Dos de Maig - Còrsega,POINT (2.178277479786712 41.40981681065649)
1144,Pg de Gràcia - Rosselló,POINT (2.1601159505782004 41.395893383635425)
1145,Jaume I - Pl Lluís Companys,POINT (2.1886041667555345 41.482075326206655)
1146,Montbau,POINT (2.141504466344731 41.43303342876674)
1147,Metro Montbau,POINT (2.144753680931759 41.43066704601196)
1148,Pg Vall d'Hebron - Mundet,POINT (2.1470396487615755 41.43503341875671)
1150,Vayreda - Arquitectura,POINT (2.1401757140266597 41.430385424280274)
1153,Pl Catalunya,POINT (2.09347373344603 41.32164242503498)
1155,Pl Catalunya,POINT (2.09354771806396 41.32155669504764)
1156,Av del Parc - Bellaterra,POINT (2.0736045732764743 41.35892751449964)
1157,Av del Parc - Bonavista,POINT (2.0762647441172506 41.35956170739704)
1158,Pg Torras i Bages - Residència,POINT (2.1911090295331555 41.439348087136864)
1159,Pg Torras i Bages - Palomar,POINT (2.1909349190294907 41.44180904030294)
1161,Pg Torras i Bages - Palomar,POINT (2.1907065334660216 41.44229786347722)
1163,Pg Picasso - Princesa,POINT (2.183522840776038 41.38713319665197)
1164,Pla de Palau - Pl Pau Vila,POINT (2.1850045973391805 41.38255034318391)
1166,Meridiana - Estació d'Autobusos Fabra i Puig,POINT (2.183016499046385 41.43056132351689)
1167,CAP Sant Andreu,POINT (2.1836206249827397 41.43333208359636)
1168,S'Agaró - Llosa,POINT (2.187541045054818 41.449237471616755)
1172,Via Favència - IES Guineueta,POINT (2.1722570731277497 41.44344963650299)
1173,Gran Via - Química,POINT (2.136399222189565 41.365222868632685)
1174,Artesania - Antonio Machado,POINT (2.1709699347345923 41.44516715457104)
1176,Via Favència - Palamós,POINT (2.184237885514926 41.44649611322711)
1178,Pont del Treball Digne - Santander,POINT (2.1964942932939384 41.42207266136161)
1180,Rambla Prim - Cantàbria,POINT (2.200925155716267 41.424881224870965)
1181,Rambla Prim - Guipúscoa,POINT (2.2042692182894132 41.42235923967989)
1185,Paral·lel - Av Mistral,POINT (2.152629119321041 41.37512773809813)
1187,Universitat Autònoma de Barcelona,POINT (2.137190524697108 41.42808797826857)
1188,Natzaret - Av Jordà,POINT (2.1368395766874664 41.427514476656775)
1190,Bac de Roda - Gran Via,POINT (2.1975212075070747 41.4124931742956)
1191,Bilbao - Concili de Trento,POINT (2.1920251099024446 41.41133553090222)
1193,Jorge Manrique - Can Travi,POINT (2.1494902458368452 41.43156073067106)
1194,Badal - Constitució,POINT (2.132775585593586 41.368596597992116)
1195,Vallcarca,POINT (2.1442355104898336 41.413061568367944)
1196,Isaac Newton - Lleó XIII,POINT (2.135836458945553 41.41489457657879)
1197,Ctra d'Esplugues - Oliverar,POINT (2.0778294575571254 41.3666513203364)
1198,Av Sant Ildefons - Dàlia,POINT (2.082364279098731 41.362153739276245)
1199,Av Sant Ildefons - Marfull,POINT (2.081164666274202 41.36052451679089)
1200,Ctra d'Esplugues - La Miranda,POINT (2.072780096468885 41.36113564224087)
1201,Ctra d'Esplugues - Pl del Sol,POINT (2.0759463469242796 41.36440123956796)
1202,Av de Sant Ildefons - Avet,POINT (2.082788728261234 41.365504130238186)
1203,Av de Sant Ildefons - Ctra d'Esplugues,POINT (2.0802796661697145 41.367453527801324)
1204,Pg Santa Coloma - Pl de la Modernitat,POINT (2.1934503479020333 41.446179402142434)
1205,Pg Santa Coloma - Tiana,POINT (2.1995439590709553 41.44831297789975)
1206,CEM Julio Méndez,POINT (2.0910603321275034 41.31612627707926)
1207,Mallorca - Pg de Gràcia,POINT (2.1617992601541283 41.39333604025315)
1208,Pl Catalunya - Rambla Catalunya,POINT (2.1688313847287133 41.3875747173585)
1209,Gran Via - Balmes,POINT (2.1664308690297944 41.38793112806899)
1210,Pl Catalunya - Pg de Gràcia,POINT (2.169316231437628 41.38775693199625)
1211,Rambla Sant Just - Ctra Reial,POINT (2.075891716968165 41.37935094348523)
1212,Parc de la Rambla,POINT (2.075248914332885 41.38034049073146)
1213,Anselm Clavé - Av Catalunya,POINT (2.183393367394636 41.492141849069164)
1214,Ana María Matute - Pl Sanllehy,POINT (2.160693831835782 41.41397056956866)
1215,Ana María Matute - Miquel Sants Oliver,POINT (2.1584123746292625 41.41520706650557)
1217,Ctra del Carmel - Albert Llanas,POINT (2.156468707874496 41.416461567934086)
1218,Ctra del Carmel - Pl Raimon Casellas,POINT (2.1588328635790766 41.41683470035339)
1219,Ctra del Carmel - Can Xirot,POINT (2.1564579301238243 41.41697200193968)
1221,Ctra del Carmel - Pg Josefina Torrens Illas,POINT (2.1568035374514225 41.415645642745694)
1222,Ana María Matute - Av Pompeu Fabra,POINT (2.1586042448736245 41.414883599162614)
1223,C N Catalunya - Park Güell,POINT (2.1567933308854514 41.41578173400051)
1224,Mallorca - Rogent,POINT (2.184429036957633 41.41032401499738)
1225,Sant Antoni Maria Claret - Nàpols,POINT (2.1658756219655544 41.40490017993776)
1226,Pg Pujades - Parc de la Ciutadella,POINT (2.1853651556096287 41.390461126407864)
1227,Mallorca - Pg Sant Joan,POINT (2.1704281920231985 41.39983881487022)
1228,València - Pg Sant Joan,POINT (2.171627740393997 41.39887304932722)
1230,Gran Via - Roger de Flor,POINT (2.176897936515442 41.396190517010055)
1232,Pg Maragall - Rda Guinardó,POINT (2.1770858702228146 41.4242419829872)
1233,Padilla - Trav de Gràcia,POINT (2.1711435064172715 41.41035272215085)
1234,Padilla - Mas Casanovas,POINT (2.169474024516159 41.411643751485215)
1235,Pg Maragall - Av Frederic Rahola,POINT (2.164693706421728 41.42776278381151)
1236,Pedrell - Font d'en Fargas,POINT (2.166169636141232 41.42446532966803)
1237,Pedrell - Av Frederic Rahola,POINT (2.168548934341645 41.42417454858948)
1238,Estadi del Futbol Club Barcelona,POINT (2.1250554237101853 41.38045454996323)
1240,Meridiana - Av Rio de Janeiro,POINT (2.1862099006713187 41.443040609522036)
1242,Pg Valldaura - Av Rio de Janeiro,POINT (2.1826041136559997 41.439439873671205)
1243,Montserrat de Casanovas - Marí,POINT (2.161914479803308 41.42241415979644)
1244,Montserrat de Casanovas - Passerell,POINT (2.159241480332353 41.42154697182292)
1246,Gran Via - Llúria,POINT (2.1712363131296697 41.3919370694665)
1247,València - Roger de Llúria,POINT (2.166027845652521 41.394665715733176)
1252,Mercat Vall d'Hebron,POINT (2.1429081604393576 41.425199436126306)
1253,Josep Tarradellas - París,POINT (2.1429760160684315 41.38641012785513)
1254,Gran Via - Entença,POINT (2.153719341344082 41.378385053005495)
1255,Sepúlveda - Rocafort,POINT (2.1546696178949656 41.37737725539947)
1257,Pl Catalunya - Ronda Sant Pere,POINT (2.1705469249195475 41.38772685497326)
1258,La Rambla - Pl Catalunya,POINT (2.170169890487108 41.38513014840696)
1259,Collblanc - Cardenal Reig,POINT (2.1146390084502737 41.37591909829384)
1260,Gran de Gràcia - Trav de Gràcia,POINT (2.155028718851668 41.40027888481943)
1261,Gran de Gràcia - Metro Fontana,POINT (2.1532740974486053 41.401808844866274)
1262,Pl Gal·la Placídia,POINT (2.1522924204075515 41.399564108384126)
1263,Bruc - Còrsega,POINT (2.163438762082296 41.39884037106272)
1264,Villarroel - Hospital Clínic,POINT (2.1511342522268415 41.38938229832065)
1265,Pg de Sant Joan - Rosselló,POINT (2.1667499795995337 41.40126299722825)
1267,Calàbria - Provença,POINT (2.147953944210127 41.38509923599778)
1268,Muntaner - Rosselló,POINT (2.153438855907815 41.39105904545249)
1271,Pl Catalunya - Bergara,POINT (2.169525158601391 41.38655187972881)
1273,Llull - Llacuna,POINT (2.2010197894630386 41.40006589991338)
1274,Pujades - Bilbao,POINT (2.202359995035031 41.40301392772398)
1275,Pallars - Rambla del Poblenou,POINT (2.199050154151314 41.402029230363944)
1278,Marina - Doctor Trueta,POINT (2.1921811039897454 41.390943915570865)
1279,Av Elies Pagès,POINT (2.132870107683607 41.42836367344769)
1281,Ramon Trias Fargas - Pg Marítim,POINT (2.1964586395981542 41.38581012371462)
1282,Platja de la Barceloneta,POINT (2.192840833644306 41.38030795429388)
1283,Platja de la Barceloneta,POINT (2.1931300821780586 41.38051263212801)
1284,Hospital del Mar,POINT (2.194608732654252 41.38316891146904)
1285,Ramon Trias Fargas - Ronda Litoral,POINT (2.1958519991713534 41.38627390214992)
1289,La Rambla - Pl del Teatre,POINT (2.1760514366229 41.37755042593067)
1290,La Rambla - Liceu,POINT (2.1735062349590555 41.38077485555842)
1297,Mallorca - Marina,POINT (2.175936919630538 41.40395439267403)
1298,Gran Via - Sardenya,POINT (2.180295398546257 41.39873892760221)
1299,Av Mare de Déu de Montserrat - Sanllehy,POINT (2.160759101470614 41.41319175197646)
1301,Pi i Margall - Sardenya,POINT (2.164139640171588 41.40931247894079)
1302,Buenaventura Muñoz - Sardenya,POINT (2.1875455576411484 41.39358372812628)
1305,Pg Maragall - Indústria,POINT (2.180783933621732 41.4151553983794)
1306,Marina - Indústria,POINT (2.170595571372077 41.40749831505703)
1307,Pg de Sant Joan - Trav de Gràcia,POINT (2.1631876760353785 41.40392858518768)
1310,Gran Via - Santa Dorotea,POINT (2.1448802264793954 41.37170525644771)
1313,Via Augusta - Tres Reis,POINT (2.1180161073327266 41.40414343768204)
1314,Josep Sangenís - Dante Alighieri,POINT (2.152039087904028 41.42521777988421)
1315,Josep Sangenís - Santa Gemma,POINT (2.1487920339422764 41.42398040812352)
1316,Av Mare de Déu de Montserrat - Praga,POINT (2.162303315424577 41.41417957950397)
1318,València - Diagonal,POINT (2.1740578333392984 41.400688371844836)
1319,Gran Via - Roger de Flor,POINT (2.177304457347607 41.3961007519702)
1321,Mare de Déu de la Salut - Hospital de l'Esperança,POINT (2.15488171081855 41.410346378724924)
1323,Pg Zona Franca - Cisell,POINT (2.1431686678789537 41.35476754164137)
1326,Paral·lel - Drassanes,POINT (2.1746403052954535 41.37478837449894)
1327,Pi i Margall - Pau Alsina,POINT (2.163831161887551 41.40897616485601)
1328,Camèlies - Pau Alsina,POINT (2.1597702270746546 41.411349015147906)
1329,Providència - Pi i Margall,POINT (2.163589838302078 41.410366054180656)
1335,Escorial - Pl Joanic,POINT (2.162516782160796 41.406113565858924)
1336,Llorenç Serra,POINT (2.2039869946708603 41.4498756324806)
1338,Segre - Sant Adrià,POINT (2.1924127464430905 41.43358124575442)
1339,Dublín - Meridiana,POINT (2.185140316186292 41.428612698639796)
1340,Meridiana - Riera de Sant Andreu,POINT (2.18442467896374 41.43549465295253)
1341,Bartrina - Pont del Dragó,POINT (2.1861327175054623 41.43952523309618)
1342,Pl de Mossèn Clapés,POINT (2.1875204324485935 41.4417261225463)
1344,Onze de Setembre - Virgili,POINT (2.1931253080275717 41.430162531255206)
1345,Pg Maragall - Segle XX,POINT (2.1790917271336294 41.422076265308604)
1347,Les Agudes 27,POINT (2.178338436451187 41.463640013070886)
1348,Les Agudes - Fusters,POINT (2.1751567766901383 41.46385030785789)
1349,Circumval·lació - Les Agudes,POINT (2.173652501829939 41.46255073094775)
1350,Torrent del Bosc,POINT (2.174038799128554 41.46220000744968)
1351,Rovira i Virgili - Parc de la Pegaso,POINT (2.189329764571062 41.42789983060962)
1352,Balmes - Mitre,POINT (2.140168670464219 41.4048433621614)
1353,Balmes - Joaquim Folguera,POINT (2.1387348325122604 41.406783863617996)
1354,Balmes - Pl Kennedy,POINT (2.1373637839609043 41.40945270670989)
1358,Av Tibidabo - Josep Maria Florensa,POINT (2.1349152391219537 41.41295204046815)
1360,Pl Bonanova,POINT (2.1337617609902 41.4066026613333)
1361,Riera Blanca - Trav de les Corts,POINT (2.121488890405139 41.376050163008046)
1362,Badal - Sants,POINT (2.130778554343554 41.375223398825085)
1363,Rambla del Brasil - Violant d'Hongria,POINT (2.1289857704484967 41.378894202778525)
1364,Metro Pl de Sants,POINT (2.136603747479704 41.3754382661719)
1365,Sants - Premià,POINT (2.1393119084578673 41.37538455078479)
1366,Villarroel - Sepúlveda,POINT (2.161561295152805 41.381507174652164)
1367,Paral·lel - Tamarit,POINT (2.155468470262347 41.37488884423554)
1368,Tamarit - Lleida,POINT (2.155173100827874 41.374198772119065)
1369,Lleida - Av Paral·lel,POINT (2.1542012064674836 41.3745076816831)
1370,Calàbria - Av Mistral,POINT (2.1583716885186135 41.37723672699396)
1372,Pg Vall d'Hebron - Patronat Ribes,POINT (2.141292603794951 41.422340615703625)
1373,Arizala - Les Corts,POINT (2.123686918074135 41.378573092741426)
1376,Carles III - Maria Cristina,POINT (2.126944847339405 41.38743614301709)
1377,Nicaragua - Parc Les Corts,POINT (2.1377751355810592 41.3862527691469)
1378,Carles III - Mejía Lequerica,POINT (2.1272331168007224 41.38421432942716)
1379,Gran Via Carles III - Av Madrid,POINT (2.1292275682465776 41.37997987956932)
1380,Numància - Diagonal,POINT (2.132858735202598 41.389152680954986)
1381,Entença - Montnegre,POINT (2.1394631426910973 41.38853286247887)
1382,Estació de França,POINT (2.185399375374405 41.38483869935266)
1383,Parc Nou,POINT (2.0910298205389597 41.31628862999978)
1384,Metro Parc Nou,POINT (2.0876171210707017 41.31659665165194)
1385,Providència - Torrent de les Flors,POINT (2.158927902274696 41.407901171701454)
1386,Aribau - Diagonal,POINT (2.15039493233778 41.3952084501613)
1387,Gal·la Placídia,POINT (2.152383111876523 41.39920267185587)
1388,Pg de Sant Joan - Travessera de Gràcia,POINT (2.163850668205874 41.40401009963102)
1389,Via Augusta - Diagonal,POINT (2.1555602134654706 41.39607008509037)
1390,Balmes - Trav de Gràcia,POINT (2.1511279944877355 41.39828078652281)
1391,Gran de Gràcia - Jesús,POINT (2.157307369847146 41.39835644858191)
1392,Muntaner - Via Augusta,POINT (2.1435013320310428 41.39856585633246)
1393,Muntaner - Laforja,POINT (2.1457275618691996 41.396892665030144)
1394,Torrent de l'Olla - Astúries,POINT (2.1558896003390147 41.4032626564079)
1395,Lepant - Trav de Gràcia,POINT (2.16992162660922 41.40950067518187)
1396,Lepant - Rda Guinardó,POINT (2.1670107086706514 41.411697963302935)
1397,Av Tibidabo - Teodor Roviralta,POINT (2.1294210526307653 41.41541385295673)
1400,Can Tunis,POINT (2.1582222262322692 41.35208403397858)
1402,Pg de Fabra i Puig - Torrent Can Mariner,POINT (2.162990249466945 41.432685649390756)
1403,Fabra i Puig - Petrarca,POINT (2.168028472097268 41.43052431172808)
1404,Fabra i Puig - Petrarca,POINT (2.168059105133879 41.43034859305956)
1405,Guipúscoa - Selva de Mar,POINT (2.1982291615630265 41.417419299478716)
1408,Pl Turó de la Trinitat,POINT (2.1919130294587643 41.45449296931311)
1409,Pare Pérez del Pulgar - Peníscola,POINT (2.1895252150301108 41.4534409113798)
1410,Dante Alighieri - Rambla del Carmel,POINT (2.1575828000792767 41.42756642693183)
1411,Av de Cornellà - St Francesc Xavier,POINT (2.0847426887712883 41.37369648738741)
1412,Av Mare de Déu de Montserrat - Periodistes,POINT (2.1742790036019457 41.42168943532669)
1413,Av Pedralbes - Tòquio,POINT (2.1190786309167366 41.39007922982782)
1414,Josep Tarradellas - Numància,POINT (2.142088587543066 41.381163737582455)
1418,Pg Santa Coloma - Baró de Viver,POINT (2.199742117728662 41.44856823906463)
1419,Pg Santa Coloma - Nus de la Trinitat,POINT (2.1935675510441563 41.44640830797906)
1420,Pg Torras i Bages - Almirall Pròixida,POINT (2.190771170144655 41.441380224999534)
1424,Costa Pacheco 26,POINT (2.131248984690645 41.42810240537277)
1425,Diagonal - Balmes,POINT (2.1549125635510133 41.3954459384991)
1426,Calvet - Tenor Viñas,POINT (2.1418274984459873 41.39601137841164)
1427,Pg Vall d'Hebron - Ctra d'Horta,POINT (2.153169290700441 41.43797383990189)
1428,Ctra d'Horta - Av Estatut de Catalunya,POINT (2.1534906326012258 41.43742801376793)
1430,Pl de l'Estatut,POINT (2.1551937947476607 41.43078662640998)
1434,Av Granvia - Can Tries,POINT (2.1220772151122094 41.35497089710384)
1435,Sant Adrià - Sas,POINT (2.203699949636872 41.43612220410231)
1436,Ciutat d'Asunción - Sant Adrià,POINT (2.200978049284849 41.43646697681218)
1437,Via Júlia - Turó Blau,POINT (2.17552518286009 41.4392834376651)
1438,Ctra de Collblanc - Metro Ernest Lluch,POINT (2.1108098345185313 41.37597297661748)
1439,Metro Ernest Lluch,POINT (2.110328971708161 41.37583673189966)
1440,Pg Vall d'Hebron - Scala Dei,POINT (2.1577677829148327 41.43908790639849)
1441,Pg Vall d'Hebron - Cementiri d'Horta,POINT (2.158333263543861 41.43971896856284)
1442,Av Verge de Montserrat - Ctra Marina,POINT (2.099254438465863 41.32734102665226)
1443,Pl del Doctor Andreu - Funicular del Tibidabo,POINT (2.13077387200935 41.416443719198995)
1444,Parc Municipal Font del Racó,POINT (2.129658090528326 41.415508196731096)
1446,Arbeca - Lima,POINT (2.2080383915166517 41.43925505177168)
1447,Ctra del Carmel - Pasteur,POINT (2.1584516693993168 41.41721602453878)
1448,Ctra del Carmel - Mühlberg,POINT (2.157657154942937 41.41795629065458)
1449,Ctra del Carmel - Gran Vista,POINT (2.1573146672537162 41.41830120940635)
1451,Guipúscoa - Cantàbria,POINT (2.2020781892987924 41.41986415462875)
1452,Av Catalunya - Serra d'Or,POINT (2.182342640474102 41.49394914533014)
